Retrieving Remote Active Probes File.
Hypothesis for valid sslcert answers based on a mean of 138.000000 is ['13748167250777962796043662795652791579', '52374340215108295845375962883522092578', '57397899145990363081023081275480378375']
-----------------------------------------------------------------------------------
   Country Name  |        ASN |         In |        Out |      Error |      Empty |
  Russian Feder  |     199388 |          0 |          0 |          0 |          1 |
  Russian Feder  |      43132 |          0 |          0 |          0 |          3 |
  Russian Feder  |      41854 |          0 |          0 |          0 |          1 |
  Russian Feder  |       8615 |          0 |          0 |          0 |          2 |
  Russian Feder  |     196949 |          0 |          0 |          0 |          1 |
  Russian Feder  |      24923 |          0 |          0 |          0 |          4 |
  Russian Feder  |      60490 |          0 |          0 |          0 |          1 |
  Russian Feder  |      41691 |          0 |          0 |          0 |          2 |
  Russian Feder  |     196847 |          0 |          0 |          0 |          1 |
  Russian Feder  |      25381 |          0 |          0 |          0 |          1 |
  Russian Feder  |      39153 |          0 |          0 |          0 |          2 |
  Russian Feder  |      34602 |          0 |          0 |          0 |          2 |
  Russian Feder  |      50448 |          0 |          0 |          0 |          1 |
  Russian Feder  |      47873 |          0 |          0 |          0 |          1 |
  Russian Feder  |       8595 |          0 |          0 |          0 |          1 |
  Russian Feder  |      31707 |          0 |          0 |          0 |          1 |
  Russian Feder  |      41843 |          0 |          0 |          0 |          2 |
  Russian Feder  |      57079 |          0 |          0 |          0 |          1 |
  Russian Feder  |     198541 |          0 |          0 |          0 |          1 |
  Russian Feder  |      49063 |          0 |          0 |          0 |          1 |
  Russian Feder  |      28890 |          0 |          0 |          0 |          2 |
  Russian Feder  |      13118 |          0 |          0 |          0 |          1 |
  Russian Feder  |      44604 |          0 |          0 |          0 |          1 |
  Russian Feder  |      35807 |          0 |          0 |          0 |          2 |
  Russian Feder  |      49403 |          0 |          0 |          0 |          1 |
  Russian Feder  |       3226 |          0 |          0 |          0 |          1 |
  Russian Feder  |      25405 |          0 |          0 |          0 |          1 |
  Russian Feder  |      25408 |          0 |          0 |          0 |          2 |
  Russian Feder  |      49120 |          0 |          0 |          0 |          1 |
  Russian Feder  |      62251 |          0 |          0 |          0 |          1 |
  Russian Feder  |      41976 |          0 |          0 |          0 |          1 |
  Russian Feder  |      41560 |          0 |          0 |          0 |          1 |
  Russian Feder  |      38964 |          0 |          0 |          0 |          1 |
  Russian Feder  |       8402 |          0 |          0 |          0 |          3 |
  Russian Feder  |      50222 |          0 |          0 |          0 |          1 |
  Russian Feder  |      56341 |          0 |          0 |          0 |          1 |
  Russian Feder  |      12695 |          0 |          0 |          0 |          1 |
  Russian Feder  |      31036 |          0 |          0 |          0 |          1 |
  Russian Feder  |      41601 |          0 |          0 |          0 |          1 |
  Russian Feder  |      41599 |          0 |          0 |          0 |          1 |
  Russian Feder  |      44257 |          0 |          0 |          0 |          1 |
  Russian Feder  |      24638 |          0 |          0 |          0 |          2 |
  Russian Feder  |      43782 |          0 |          0 |          0 |          1 |
  Russian Feder  |      29072 |          0 |          0 |          0 |          1 |
  Russian Feder  |      42668 |          0 |          0 |          0 |          1 |
  Russian Feder  |      35815 |          0 |          0 |          0 |          1 |
  Russian Feder  |     197467 |          0 |          0 |          0 |          1 |
  Russian Feder  |      15672 |          0 |          0 |          0 |          1 |
  Russian Feder  |      28840 |          0 |          0 |          0 |          1 |
  Russian Feder  |      59406 |          0 |          0 |          0 |          1 |
  Russian Feder  |      47595 |          0 |          0 |          0 |          2 |
  Russian Feder  |      29470 |          0 |          0 |          0 |          1 |
  Russian Feder  |      50543 |          0 |          0 |          0 |          3 |
  Russian Feder  |      34892 |          0 |          0 |          0 |          1 |
  Russian Feder  |      25086 |          0 |          0 |          0 |          1 |
  Russian Feder  |      30922 |          0 |          0 |          0 |          1 |
  Russian Feder  |       8997 |          0 |          0 |          0 |          1 |
  Russian Feder  |      35000 |          0 |          0 |          0 |          1 |
  Russian Feder  |      41440 |          0 |          0 |          0 |          2 |
  Russian Feder  |      51093 |          0 |          0 |          0 |          2 |
  Russian Feder  |      43826 |          0 |          0 |          0 |          1 |
  Russian Feder  |      47914 |          0 |          0 |          0 |          1 |
  Russian Feder  |      42893 |          0 |          0 |          0 |          1 |
         Rwanda  |      37006 |          0 |          0 |          0 |          1 |
         Rwanda  |      37228 |          0 |          0 |          0 |          1 |
         Serbia  |      15958 |          0 |          0 |          0 |          1 |
         Serbia  |       9125 |          0 |          0 |          0 |          1 |
         Serbia  |      13004 |          0 |          0 |          0 |          1 |
         Serbia  |      13092 |          0 |          0 |          0 |          1 |
         Serbia  |     197324 |          0 |          0 |          0 |          1 |
         Serbia  |      13303 |          0 |          0 |          0 |          1 |
         Serbia  |      21246 |          0 |          0 |          0 |          4 |
         Serbia  |       8661 |          0 |          0 |          0 |          2 |
         Serbia  |      31042 |          0 |          0 |          0 |          3 |
         Serbia  |       8400 |          0 |          0 |          0 |          2 |
         Serbia  |      15982 |          0 |          0 |          0 |          1 |
         Serbia  |      41897 |          0 |          0 |          0 |          1 |
        Romania  |       3233 |          0 |          0 |          0 |          1 |
        Romania  |       2614 |          0 |          0 |          0 |          1 |
        Romania  |      34279 |          0 |          0 |          0 |          2 |
        Romania  |      33823 |          0 |          0 |          0 |          2 |
        Romania  |      42800 |          0 |          0 |          0 |          1 |
        Romania  |      50244 |          0 |          0 |          0 |          1 |
        Romania  |      35584 |          0 |          0 |          0 |          1 |
        Romania  |      39107 |          0 |          0 |          0 |          1 |
        Romania  |      35002 |          0 |          0 |          0 |          1 |
        Romania  |      34304 |          0 |          0 |          0 |          1 |
        Romania  |      12310 |          0 |          0 |          0 |          1 |
        Romania  |       9050 |          0 |          0 |          0 |          2 |
        Romania  |      39777 |          0 |          0 |          0 |          1 |
        Romania  |       8708 |          0 |          0 |          0 |          2 |
        Romania  |      48112 |          0 |          0 |          0 |          1 |
           Guam  |       3605 |          0 |          0 |          0 |          1 |
         Greece  |      51810 |          0 |          0 |          0 |          1 |
         Greece  |       8253 |          0 |          0 |          0 |          1 |
         Greece  |      31443 |          0 |          0 |          0 |          1 |
         Greece  |      12361 |          0 |          0 |          0 |          1 |
         Greece  |       6799 |          0 |          0 |          0 |          4 |
         Greece  |      56910 |          0 |          0 |          0 |          2 |
         Greece  |      24863 |          0 |          0 |          0 |          1 |
         Greece  |       3323 |          0 |          0 |          0 |          3 |
         Greece  |     198477 |          0 |          0 |          0 |          1 |
         Greece  |       5470 |          0 |          0 |          0 |          1 |
         Greece  |       3329 |          0 |          0 |          0 |          1 |
         Greece  |       8522 |          0 |          0 |          0 |          1 |
         Greece  |       6866 |          0 |          0 |          0 |          2 |
         Greece  |       6867 |          0 |          0 |          0 |          1 |
         Greece  |      34516 |          0 |          0 |          0 |          1 |
         Greece  |     199399 |          0 |          0 |          0 |          1 |
       Guernsey  |      34497 |          0 |          0 |          0 |          1 |
        Georgia  |      16010 |          0 |          0 |          0 |          1 |
        Georgia  |      25249 |          0 |          0 |          0 |          1 |
  United Kingdo  |      31290 |          0 |          0 |          0 |          2 |
  United Kingdo  |      31463 |          0 |          0 |          0 |          1 |
  United Kingdo  |      20910 |          0 |          0 |          0 |          1 |
  United Kingdo  |      50957 |          0 |          0 |          0 |          2 |
  United Kingdo  |      25376 |          0 |          0 |          0 |          1 |
  United Kingdo  |      34555 |          0 |          0 |          0 |          1 |
  United Kingdo  |       8546 |          0 |          0 |          0 |          1 |
  United Kingdo  |       5503 |          0 |          0 |          0 |          1 |
  United Kingdo  |       6871 |          0 |          0 |          0 |          4 |
  United Kingdo  |      15689 |          0 |          0 |          0 |          1 |
  United Kingdo  |      35832 |          0 |          0 |          0 |          1 |
  United Kingdo  |       2529 |          0 |          0 |          0 |          3 |
  United Kingdo  |      48954 |          0 |          0 |          0 |          1 |
  United Kingdo  |      57228 |          0 |          0 |          0 |          1 |
  United Kingdo  |      13009 |          0 |          0 |          0 |          1 |
  United Kingdo  |      60210 |          0 |          0 |          0 |          1 |
  United Kingdo  |       5388 |          0 |          0 |          0 |          2 |
  United Kingdo  |      57356 |          0 |          0 |          0 |          3 |
  United Kingdo  |      12703 |          0 |          0 |          0 |          2 |
  United Kingdo  |     199291 |          0 |          0 |          0 |          4 |
  United Kingdo  |      51561 |          0 |          0 |          0 |          1 |
  United Kingdo  |     197529 |          0 |          0 |          0 |          1 |
  United Kingdo  |       8530 |          0 |          0 |          0 |          1 |
  United Kingdo  |      25180 |          0 |          0 |          0 |          2 |
  United Kingdo  |      34934 |          0 |          0 |          0 |          1 |
  United Kingdo  |      15695 |          0 |          0 |          0 |          1 |
  United Kingdo  |      39179 |          0 |          0 |          0 |          1 |
  United Kingdo  |      47631 |          0 |          0 |          0 |          1 |
  United Kingdo  |      29286 |          0 |          0 |          0 |          1 |
  United Kingdo  |     198864 |          0 |          0 |          0 |          1 |
  United Kingdo  |      44574 |          0 |          0 |          0 |          2 |
  United Kingdo  |      31562 |          0 |          0 |          0 |          1 |
  United Kingdo  |      43599 |          0 |          0 |          0 |          1 |
  United Kingdo  |      42689 |          0 |          0 |          0 |          1 |
  United Kingdo  |       5607 |          0 |          0 |          0 |          4 |
  United Kingdo  |      43198 |          0 |          0 |          0 |          1 |
  United Kingdo  |       8468 |          0 |          0 |          0 |          1 |
  United Kingdo  |      60241 |          0 |          0 |          0 |          1 |
  United Kingdo  |      12496 |          0 |          0 |          0 |          1 |
  United Kingdo  |      61283 |          0 |          0 |          0 |          1 |
  United Kingdo  |      25048 |          0 |          0 |          0 |          1 |
  United Kingdo  |       8190 |          0 |          0 |          0 |          3 |
  United Kingdo  |      16082 |          0 |          0 |          0 |          1 |
  United Kingdo  |      39925 |          0 |          0 |          0 |          1 |
  United Kingdo  |      39602 |          0 |          0 |          0 |          1 |
  United Kingdo  |        786 |          0 |          0 |          0 |          3 |
  United Kingdo  |      12519 |          0 |          0 |          0 |          1 |
  United Kingdo  |      12513 |          0 |          0 |          0 |          3 |
  United Kingdo  |      31170 |          0 |          0 |          0 |          1 |
  United Kingdo  |      50056 |          0 |          0 |          0 |          1 |
  United Kingdo  |      24958 |          0 |          0 |          0 |          1 |
  United Kingdo  |      20952 |          0 |          0 |          0 |          1 |
  United Kingdo  |      20955 |          0 |          0 |          0 |          1 |
  United Kingdo  |      51901 |          0 |          0 |          0 |          1 |
  United Kingdo  |      39545 |          0 |          0 |          0 |          1 |
  United Kingdo  |     196745 |          0 |          0 |          0 |          1 |
  United Kingdo  |      13285 |          0 |          0 |          0 |          3 |
  United Kingdo  |      42831 |          0 |          0 |          0 |          1 |
  United Kingdo  |      49572 |          0 |          0 |          0 |          1 |
  United Kingdo  |      29017 |          0 |          0 |          0 |          1 |
  United Kingdo  |      31493 |          0 |          0 |          0 |          2 |
  United Kingdo  |       8943 |          0 |          0 |          0 |          1 |
  United Kingdo  |      31712 |          0 |          0 |          0 |          2 |
  United Kingdo  |      39617 |          0 |          0 |          0 |          1 |
  United Kingdo  |      31655 |          0 |          0 |          0 |          1 |
  United Kingdo  |       8613 |          0 |          0 |          0 |          1 |
  United Kingdo  |      57315 |          0 |          0 |          0 |          1 |
  United Kingdo  |      20915 |          0 |          0 |          0 |          1 |
  United Kingdo  |      41695 |          0 |          0 |          0 |          1 |
  United Kingdo  |      20860 |          0 |          0 |          0 |          1 |
  United Kingdo  |      13213 |          0 |          0 |          0 |          1 |
  United Kingdo  |      39458 |          0 |          0 |          0 |          1 |
  United Kingdo  |      31708 |          0 |          0 |          0 |          1 |
  United Kingdo  |      42004 |          0 |          0 |          0 |          1 |
  United Kingdo  |     199283 |          0 |          0 |          0 |          1 |
  United Kingdo  |      56478 |          0 |          0 |          0 |          1 |
  United Kingdo  |      52024 |          0 |          0 |          0 |          1 |
  United Kingdo  |       9105 |          0 |          0 |          0 |          3 |
  United Kingdo  |      20712 |          0 |          0 |          0 |          3 |
  United Kingdo  |      39522 |          0 |          0 |          0 |          2 |
  United Kingdo  |      44955 |          0 |          0 |          0 |          1 |
  United Kingdo  |      16353 |          0 |          0 |          0 |          1 |
  United Kingdo  |       8401 |          0 |          0 |          0 |          2 |
  United Kingdo  |       5459 |          0 |          0 |          0 |          1 |
  United Kingdo  |      25091 |          0 |          0 |          0 |          1 |
  United Kingdo  |      62240 |          0 |          0 |          0 |          1 |
  United Kingdo  |      42010 |          0 |          0 |          0 |          1 |
  United Kingdo  |      25098 |          0 |          0 |          0 |          1 |
  United Kingdo  |      43157 |          0 |          0 |          0 |          1 |
  United Kingdo  |       8676 |          0 |          0 |          0 |          2 |
  United Kingdo  |     199367 |          0 |          0 |          0 |          1 |
  United Kingdo  |       8928 |          0 |          0 |          0 |          1 |
  United Kingdo  |      30746 |          0 |          0 |          0 |          1 |
  United Kingdo  |      30740 |          0 |          0 |          0 |          1 |
  United Kingdo  |      29676 |          0 |          0 |          0 |          1 |
  United Kingdo  |       1273 |          0 |          0 |          0 |          1 |
  United Kingdo  |      43950 |          0 |          0 |          0 |          1 |
  United Kingdo  |      41678 |          0 |          0 |          0 |          1 |
  United Kingdo  |       2856 |          0 |          0 |          0 |          4 |
  United Kingdo  |      35826 |          0 |          0 |          0 |          1 |
  United Kingdo  |      42579 |          0 |          0 |          0 |          2 |
  United Kingdo  |     199481 |          0 |          0 |          0 |          1 |
  United Kingdo  |      29668 |          0 |          0 |          0 |          1 |
  United Kingdo  |      21396 |          0 |          0 |          0 |          1 |
         Gambia  |      37524 |          0 |          0 |          0 |          1 |
      Gibraltar  |       8301 |          0 |          0 |          0 |          1 |
          Ghana  |      30988 |          0 |          0 |          0 |          1 |
           Oman  |      28885 |          0 |          0 |          0 |          1 |
        Tunisia  |       2609 |          0 |          0 |          0 |          3 |
        Croatia  |      13046 |          0 |          0 |          0 |          3 |
        Croatia  |       5391 |          0 |          0 |          0 |          2 |
        Croatia  |      31012 |          0 |          0 |          0 |          4 |
        Croatia  |      25528 |          0 |          0 |          0 |          1 |
        Croatia  |      34748 |          0 |          0 |          0 |          1 |
        Croatia  |       2108 |          0 |          0 |          0 |          4 |
        Croatia  |      25365 |          0 |          0 |          0 |          1 |
        Croatia  |      51615 |          0 |          0 |          0 |          2 |
        Croatia  |      51989 |          0 |          0 |          0 |          1 |
        Hungary  |      12594 |          0 |          0 |          0 |          1 |
        Hungary  |       8462 |          0 |          0 |          0 |          3 |
        Hungary  |      29278 |          0 |          0 |          0 |          1 |
        Hungary  |       2547 |          0 |          0 |          0 |          1 |
        Hungary  |     197750 |          0 |          0 |          0 |          1 |
        Hungary  |      41075 |          0 |          0 |          0 |          1 |
        Hungary  |       5483 |          0 |          0 |          0 |          4 |
        Hungary  |      20845 |          0 |          0 |          0 |          2 |
        Hungary  |       3244 |          0 |          0 |          0 |          1 |
        Hungary  |       1955 |          0 |          0 |          0 |          4 |
        Hungary  |      12301 |          0 |          0 |          0 |          2 |
        Hungary  |       5588 |          0 |          0 |          0 |          1 |
        Hungary  |      12303 |          0 |          0 |          0 |          2 |
        Hungary  |      42205 |          0 |          0 |          0 |          1 |
        Hungary  |       8448 |          0 |          0 |          0 |          1 |
        Hungary  |      47116 |          0 |          0 |          0 |          1 |
      Hong Kong  |       9735 |          0 |          0 |          0 |          1 |
        Andorra  |       6752 |          0 |          0 |          0 |          1 |
       Portugal  |       2860 |          0 |          0 |          0 |          1 |
       Portugal  |       8426 |          0 |          0 |          0 |          1 |
       Portugal  |      25137 |          0 |          0 |          0 |          1 |
       Portugal  |      62416 |          0 |          0 |          0 |          1 |
       Portugal  |       3243 |          0 |          0 |          0 |          4 |
       Portugal  |     197426 |          0 |          0 |          0 |          1 |
       Portugal  |      12833 |          0 |          0 |          0 |          1 |
       Portugal  |       1930 |          0 |          0 |          0 |          2 |
       Portugal  |      12353 |          0 |          0 |          0 |          3 |
       Portugal  |      58206 |          0 |          0 |          0 |          1 |
  Svalbard and   |       2119 |          0 |          0 |          0 |          1 |
  Svalbard and   |        224 |          0 |          0 |          0 |          1 |
           Peru  |       6147 |          0 |          0 |          0 |          1 |
       Pakistan  |      23966 |          0 |          0 |          0 |          1 |
       Pakistan  |       9541 |          0 |          0 |          0 |          1 |
    Philippines  |       9299 |          0 |          0 |          0 |          1 |
    Philippines  |       6648 |          0 |          0 |          0 |          1 |
    Philippines  |      23930 |          0 |          0 |          0 |          1 |
         Poland  |       8501 |          0 |          0 |          0 |          1 |
         Poland  |      60309 |          0 |          0 |          0 |          1 |
         Poland  |      31304 |          0 |          0 |          0 |          1 |
         Poland  |       8256 |          0 |          0 |          0 |          1 |
         Poland  |      49895 |          0 |          0 |          0 |          1 |
         Poland  |      51290 |          0 |          0 |          0 |          1 |
         Poland  |       8508 |          0 |          0 |          0 |          1 |
         Poland  |      41079 |          0 |          0 |          0 |          1 |
         Poland  |      20938 |          0 |          0 |          0 |          1 |
         Poland  |      42935 |          0 |          0 |          0 |          2 |
         Poland  |     202121 |          0 |          0 |          0 |          1 |
         Poland  |      39288 |          0 |          0 |          0 |          1 |
         Poland  |        251 |          0 |          0 |          0 |          1 |
         Poland  |      48424 |          0 |          0 |          0 |          1 |
         Poland  |      42374 |          0 |          0 |          0 |          1 |
         Poland  |      42763 |          0 |          0 |          0 |          1 |
         Poland  |      51155 |          0 |          0 |          0 |          1 |
         Poland  |     197971 |          0 |          0 |          0 |          1 |
         Poland  |      35007 |          0 |          0 |          0 |          1 |
         Poland  |      39869 |          0 |          0 |          0 |          1 |
         Poland  |      34409 |          0 |          0 |          0 |          1 |
         Poland  |      48659 |          0 |          0 |          0 |          1 |
         Poland  |      20555 |          0 |          0 |          0 |          1 |
         Poland  |     198971 |          0 |          0 |          0 |          1 |
         Poland  |      16342 |          0 |          0 |          0 |          2 |
         Poland  |      35434 |          0 |          0 |          0 |          1 |
         Poland  |      15798 |          0 |          0 |          0 |          1 |
         Poland  |      12741 |          0 |          0 |          0 |          2 |
         Poland  |       5617 |          0 |          0 |          0 |          3 |
         Poland  |      50153 |          0 |          0 |          0 |          1 |
         Poland  |      51944 |          0 |          0 |          0 |          2 |
         Poland  |      12324 |          0 |          0 |          0 |          1 |
         Poland  |      50505 |          0 |          0 |          0 |          1 |
         Poland  |      12346 |          0 |          0 |          0 |          1 |
         Poland  |      29512 |          0 |          0 |          0 |          1 |
         Poland  |     196890 |          0 |          0 |          0 |          1 |
         Poland  |       8726 |          0 |          0 |          0 |          1 |
        Estonia  |      49604 |          0 |          0 |          0 |          1 |
        Estonia  |       2586 |          0 |          0 |          0 |          2 |
        Estonia  |       3249 |          0 |          0 |          0 |          2 |
        Estonia  |     198068 |          0 |          0 |          0 |          1 |
        Estonia  |       8728 |          0 |          0 |          0 |          1 |
        Estonia  |      13272 |          0 |          0 |          0 |          2 |
        Estonia  |      60415 |          0 |          0 |          0 |          1 |
        Estonia  |       3327 |          0 |          0 |          0 |          1 |
        Estonia  |       8240 |          0 |          0 |          0 |          1 |
   South Africa  |      12258 |          0 |          0 |          0 |          1 |
   South Africa  |      32653 |          0 |          0 |          0 |          3 |
   South Africa  |      37358 |          0 |          0 |          0 |          1 |
   South Africa  |      22355 |          0 |          0 |          0 |          1 |
   South Africa  |       5713 |          0 |          0 |          0 |          1 |
   South Africa  |      37542 |          0 |          0 |          0 |          1 |
   South Africa  |       6083 |          0 |          0 |          0 |          2 |
   South Africa  |      10474 |          0 |          0 |          0 |          3 |
   South Africa  |      37105 |          0 |          0 |          0 |          2 |
   South Africa  |      37100 |          0 |          0 |          0 |          1 |
   South Africa  |      37520 |          0 |          0 |          0 |          1 |
   South Africa  |      11845 |          0 |          0 |          0 |          2 |
   South Africa  |       3741 |          0 |          0 |          0 |          3 |
   South Africa  |      16637 |          0 |          0 |          0 |          3 |
   South Africa  |      36937 |          0 |          0 |          0 |          1 |
        Ecuador  |       3549 |          0 |          0 |          0 |          1 |
          Italy  |      12874 |          0 |          0 |          0 |          3 |
          Italy  |       5396 |          0 |          0 |          0 |          1 |
          Italy  |      20912 |          0 |          0 |          0 |          1 |
          Italy  |       1267 |          0 |          0 |          0 |          1 |
          Italy  |     197075 |          0 |          0 |          0 |          1 |
          Italy  |      20794 |          0 |          0 |          0 |          1 |
          Italy  |      12637 |          0 |          0 |          0 |          2 |
          Italy  |       5602 |          0 |          0 |          0 |          1 |
          Italy  |      15788 |          0 |          0 |          0 |          1 |
          Italy  |       5609 |          0 |          0 |          0 |          1 |
          Italy  |       3313 |          0 |          0 |          0 |          1 |
          Italy  |      57329 |          0 |          0 |          0 |          1 |
          Italy  |     197650 |          0 |          0 |          0 |          1 |
          Italy  |       3302 |          0 |          0 |          0 |          1 |
          Italy  |      60706 |          0 |          0 |          0 |          1 |
          Italy  |       5394 |          0 |          0 |          0 |          3 |
          Italy  |      20836 |          0 |          0 |          0 |          2 |
          Italy  |       8612 |          0 |          0 |          0 |          2 |
          Italy  |      15589 |          0 |          0 |          0 |          1 |
          Italy  |      35612 |          0 |          0 |          0 |          4 |
          Italy  |      21034 |          0 |          0 |          0 |          1 |
          Italy  |      34129 |          0 |          0 |          0 |          1 |
          Italy  |      41497 |          0 |          0 |          0 |          1 |
          Italy  |       6734 |          0 |          0 |          0 |          1 |
          Italy  |       8265 |          0 |          0 |          0 |          1 |
          Italy  |      21309 |          0 |          0 |          0 |          1 |
          Italy  |      56911 |          0 |          0 |          0 |          1 |
          Italy  |      60432 |          0 |          0 |          0 |          1 |
          Italy  |      25518 |          0 |          0 |          0 |          1 |
          Italy  |       8660 |          0 |          0 |          0 |          2 |
          Italy  |       4589 |          0 |          0 |          0 |          2 |
          Italy  |      56472 |          0 |          0 |          0 |          1 |
          Italy  |      41381 |          0 |          0 |          0 |          1 |
         Angola  |      36907 |          0 |          0 |          0 |          1 |
       Ethiopia  |      24757 |          0 |          0 |          0 |          3 |
          Spain  |       8426 |          0 |          0 |          0 |          1 |
          Spain  |      16134 |          0 |          0 |          0 |          1 |
          Spain  |     200072 |          0 |          0 |          0 |          1 |
          Spain  |        766 |          0 |          0 |          0 |          3 |
          Spain  |      49835 |          0 |          0 |          0 |          2 |
          Spain  |      12715 |          0 |          0 |          0 |          2 |
          Spain  |      13287 |          0 |          0 |          0 |          2 |
          Spain  |     197240 |          0 |          0 |          0 |          1 |
          Spain  |      29119 |          0 |          0 |          0 |          1 |
          Spain  |      39069 |          0 |          0 |          0 |          1 |
          Spain  |      57929 |          0 |          0 |          0 |          1 |
          Spain  |      35699 |          0 |          0 |          0 |          1 |
          Spain  |      39020 |          0 |          0 |          0 |          1 |
          Spain  |      12338 |          0 |          0 |          0 |          3 |
          Spain  |      20815 |          0 |          0 |          0 |          1 |
          Spain  |      15488 |          0 |          0 |          0 |          2 |
          Spain  |      15630 |          0 |          0 |          0 |          1 |
          Spain  |      34977 |          0 |          0 |          0 |          1 |
          Spain  |       3352 |          0 |          0 |          0 |          3 |
          Spain  |       6739 |          0 |          0 |          0 |          2 |
          Spain  |       6750 |          0 |          0 |          0 |          1 |
          Spain  |     198096 |          0 |          0 |          0 |          1 |
          Spain  |      29680 |          0 |          0 |          0 |          1 |
          Spain  |      15810 |          0 |          0 |          0 |          1 |
          Spain  |      12479 |          0 |          0 |          0 |          3 |
          Spain  |     198653 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |       1547 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |       8926 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |      43289 |          0 |          0 |          0 |          2 |
  Moldova, Repu  |      15836 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |      28990 |          0 |          0 |          0 |          1 |
  Moldova, Repu  |      43925 |          0 |          0 |          0 |          1 |
        Uruguay  |       6057 |          0 |          0 |          0 |          3 |
        Uruguay  |      28000 |          0 |          0 |          0 |          2 |
         Monaco  |       6758 |          0 |          0 |          0 |          2 |
     Uzbekistan  |      12365 |          0 |          0 |          0 |          1 |
     Uzbekistan  |      31203 |          0 |          0 |          0 |          1 |
  Macedonia, th  |     199128 |          0 |          0 |          0 |          1 |
  Macedonia, th  |      43494 |          0 |          0 |          0 |          2 |
  Macedonia, th  |       5379 |          0 |          0 |          0 |          1 |
  Macedonia, th  |      43612 |          0 |          0 |          0 |          2 |
      Mauritius  |      23889 |          0 |          0 |          0 |          2 |
          Malta  |      12709 |          0 |          0 |          0 |          2 |
  United Kingdo  |       8468 |          0 |          0 |          0 |          1 |
  United Kingdo  |      41230 |          0 |          0 |          0 |          1 |
  United Kingdo  |      56329 |          0 |          0 |          0 |          4 |
  United Kingdo  |      31655 |          0 |          0 |          0 |          1 |
  United Kingdo  |      20712 |          0 |          0 |          0 |          1 |
     Mauritania  |       8657 |          0 |          0 |          0 |          1 |
        Ukraine  |      42331 |          0 |          0 |          0 |          1 |
        Ukraine  |     196705 |          0 |          0 |          0 |          1 |
        Ukraine  |      12872 |          0 |          0 |          0 |          2 |
        Ukraine  |      25521 |          0 |          0 |          0 |          1 |
        Ukraine  |      25133 |          0 |          0 |          0 |          1 |
        Ukraine  |      49125 |          0 |          0 |          0 |          1 |
        Ukraine  |      15626 |          0 |          0 |          0 |          1 |
        Ukraine  |      34251 |          0 |          0 |          0 |          1 |
        Ukraine  |      35067 |          0 |          0 |          0 |          2 |
        Ukraine  |      21219 |          0 |          0 |          0 |          3 |
        Ukraine  |      12545 |          0 |          0 |          0 |          1 |
        Ukraine  |      34056 |          0 |          0 |          0 |          2 |
        Ukraine  |      25229 |          0 |          0 |          0 |          2 |
        Ukraine  |      41911 |          0 |          0 |          0 |          1 |
        Ukraine  |     197361 |          0 |          0 |          0 |          1 |
        Ukraine  |       6876 |          0 |          0 |          0 |          1 |
        Ukraine  |       6703 |          0 |          0 |          0 |          2 |
        Ukraine  |      13188 |          0 |          0 |          0 |          2 |
        Ukraine  |      48915 |          0 |          0 |          0 |          1 |
        Ukraine  |      48756 |          0 |          0 |          0 |          1 |
        Ukraine  |      61354 |          0 |          0 |          0 |          1 |
        Ukraine  |      39065 |          0 |          0 |          0 |          1 |
        Ukraine  |      47800 |          0 |          0 |          0 |          1 |
        Ukraine  |      43656 |          0 |          0 |          0 |          1 |
        Ukraine  |      44487 |          0 |          0 |          0 |          1 |
        Ukraine  |      20590 |          0 |          0 |          0 |          3 |
        Ukraine  |      13121 |          0 |          0 |          0 |          2 |
        Ukraine  |      15683 |          0 |          0 |          0 |          2 |
        Ukraine  |      48957 |          0 |          0 |          0 |          2 |
        Ukraine  |     197145 |          0 |          0 |          0 |          1 |
        Ukraine  |     196740 |          0 |          0 |          0 |          1 |
        Ukraine  |      31148 |          0 |          0 |          0 |          3 |
        Ukraine  |      29632 |          0 |          0 |          0 |          1 |
        Ukraine  |      50648 |          0 |          0 |          0 |          1 |
        Ukraine  |      24962 |          0 |          0 |          0 |          1 |
        Ukraine  |      21131 |          0 |          0 |          0 |          2 |
        Ukraine  |      25082 |          0 |          0 |          0 |          1 |
        Ukraine  |      13249 |          0 |          0 |          0 |          1 |
        Ukraine  |      15772 |          0 |          0 |          0 |          2 |
        Ukraine  |      35816 |          0 |          0 |          0 |          1 |
        Ukraine  |      42727 |          0 |          0 |          0 |          1 |
        Ukraine  |      13103 |          0 |          0 |          0 |          1 |
        Ukraine  |      47725 |          0 |          0 |          0 |          1 |
        Ukraine  |      49889 |          0 |          0 |          0 |          3 |
        Ukraine  |      30822 |          0 |          0 |          0 |          1 |
        Ukraine  |      49337 |          0 |          0 |          0 |          1 |
        Ukraine  |      41709 |          0 |          0 |          0 |          1 |
        Ukraine  |      28907 |          0 |          0 |          0 |          1 |
        Ukraine  |      51930 |          0 |          0 |          0 |          2 |
        Ukraine  |      48438 |          0 |          0 |          0 |          1 |
        Ukraine  |      41435 |          0 |          0 |          0 |          1 |
        Ukraine  |     197424 |          0 |          0 |          0 |          1 |
        Ukraine  |       6886 |          0 |          0 |          0 |          1 |
        Ukraine  |       8359 |          0 |          0 |          0 |          1 |
